Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDW52,14.0,1,0.037580877,5,162.6526,OUT049,1,0,1,4275.7676,22,1
DRH03,17.25,0,0.035064318,4,92.412,OUT046,2,0,1,1304.968,24,0
NCM29,11.5,0,0.017678008,8,129.2626,OUT045,1,1,1,1705.1138,19,2
FDR58,6.675,0,0.041986639,13,93.2462,OUT049,1,0,1,1480.7392,22,1
FDY50,5.8,0,0.130955811,4,90.3172,OUT046,2,0,1,1338.258,24,1
FDE16,8.895,0,0.026492726,5,208.4954,OUT017,1,1,1,6251.862,14,1
NCE31,7.67,0,0.185130961,9,32.9216,OUT049,1,0,1,588.5672,22,2
FDE53,10.895,0,0.026934673,5,106.128,OUT045,1,1,1,319.584,19,1
DRK11,8.21,0,0.0,7,148.2392,OUT045,1,1,1,1491.392,19,0
DRH13,8.575,0,0.023866079,14,107.128,OUT013,0,2,1,958.752,34,0
FDA11,7.75,0,0.043414959,0,93.1436,OUT018,1,2,2,1418.154,12,1
DRL35,12.792854228644284,0,0.030554947,7,41.877,OUT027,1,2,3,1125.202,36,0
DRF36,12.792854228644284,0,0.023463124,14,190.6846,OUT027,1,2,3,9554.23,36,0
FDI07,12.35,1,0.033951827,10,197.2426,OUT017,1,1,1,2966.139,14,1
FDI32,17.7,0,0.174228338,6,117.1834,OUT013,0,2,1,691.1004,34,1
DRL60,8.52,0,0.027169589,14,151.0682,OUT018,1,2,2,1829.6184,12,0
NCY17,18.2,0,0.1630653,8,43.3086,OUT035,2,1,1,758.3462,17,2
DRH36,12.792854228644284,0,0.058444176,14,73.0696,OUT019,2,0,0,223.7088,36,0
FDX02,16.0,0,0.057049301,4,225.9404,OUT035,2,1,1,1350.2424,17,1
FDG46,8.63,1,0.032960823,13,115.0518,OUT049,1,0,1,1366.2216,22,1
FDM60,10.8,1,0.0,0,40.7138,OUT017,1,1,1,406.138,14,1
FDJ22,18.75,0,0.053025371,13,192.5504,OUT018,1,2,2,2109.2544,12,1
FDU59,5.78,0,0.096306016,1,161.9552,OUT013,0,2,1,2111.9176,34,1
FDL38,13.8,1,0.014762987,3,90.7172,OUT045,1,1,1,1338.258,19,1
FDZ23,17.75,1,0.067446626,0,184.724,OUT013,0,2,1,1677.816,34,1
FDX52,11.5,1,0.042173667,5,194.682,OUT018,1,2,2,2316.984,12,1
NCB42,11.8,0,0.008578539,8,117.6492,OUT045,1,1,1,1158.492,19,2
NCU18,15.1,0,0.056155909,9,140.5496,OUT017,1,1,1,2681.8424,14,2
FDI32,12.792854228644284,0,0.305305397,6,116.6834,OUT019,2,0,0,460.7336,36,1
DRZ11,8.85,1,0.112571187,14,122.0388,OUT013,0,2,1,1609.9044,34,0
NCL54,12.6,0,0.083221904,9,174.5054,OUT017,1,1,1,2626.581,14,2
FDS19,13.8,1,0.064195136,6,75.8012,OUT035,2,1,1,1138.518,17,1
DRB13,6.115,1,0.007055292,14,188.653,OUT049,1,0,1,3605.307,22,0
DRI51,17.25,0,0.070703828,4,170.3764,OUT010,1,2,0,343.5528,23,0
FDS57,12.792854228644284,0,0.102941345,13,142.047,OUT027,1,2,3,2719.793,36,1
FDT39,6.26,1,0.009887927,10,150.7366,OUT045,1,1,1,2418.1856,19,1
FDH48,13.5,0,0.101231721,0,86.254,OUT010,1,2,0,173.108,23,1
NCB18,19.6,0,0.069112952,9,90.1514,OUT010,1,2,0,442.757,23,2
FDR25,12.792854228644284,1,0.138846289,3,263.7884,OUT027,1,2,3,1324.942,36,1
FDV21,11.5,0,0.171050595,13,126.3704,OUT035,2,1,1,3880.2824,17,1
DRH23,14.65,0,0.0,7,54.9614,OUT049,1,0,1,552.614,22,0
FDS52,8.89,0,0.005496816,5,102.8016,OUT018,1,2,2,1012.016,12,1
NCC31,8.02,0,0.033259081,9,154.2972,OUT010,1,2,0,1090.5804,23,2
FDU03,18.7,1,0.092095924,10,183.3292,OUT017,1,1,1,2006.7212,14,1
FDG50,7.405,0,0.015295536,3,89.7146,OUT049,1,0,1,547.2876,22,1
FDY31,5.98,0,0.043526599,6,148.4418,OUT013,0,2,1,2354.2688,34,1
FDX39,12.792854228644284,1,0.049435598,10,209.7586,OUT027,1,2,3,5487.5236,36,1
FDE46,12.792854228644284,0,0.027610698,13,149.5366,OUT019,2,0,0,604.5464,36,1
NCN29,15.2,0,0.012141036,8,48.7034,OUT045,1,1,1,680.4476,19,2
DRF13,12.1,0,0.029949818,14,146.3444,OUT017,1,1,1,3773.7544,14,0
FDT46,12.792854228644284,0,0.053939315,13,52.1008,OUT019,2,0,0,50.6008,36,1
FDS58,9.285,1,0.0,13,161.5578,OUT046,2,0,1,4653.2762,24,1
FDX52,12.792854228644284,1,0.073541072,5,192.282,OUT019,2,0,0,386.164,36,1
FDP27,8.155,0,0.199935881,10,188.453,OUT010,1,2,0,379.506,23,1
FDX44,9.3,0,0.043033346,6,89.4172,OUT049,1,0,1,1159.8236,22,1
DRO35,13.85,0,0.034570357,7,117.4492,OUT046,2,0,1,3243.7776,24,0
FDC59,16.7,1,0.054739692,15,65.7168,OUT045,1,1,1,1086.5856,19,1
FDB12,11.15,1,0.105471384,0,105.8648,OUT049,1,0,1,1973.4312,22,1
FDU26,16.7,1,0.042610897,4,117.2782,OUT035,2,1,1,715.0692,17,1
NCF30,17.0,0,0.126758324,9,124.5362,OUT018,1,2,2,1132.5258,12,2
FDX20,7.365,0,0.042524835,6,228.372,OUT013,0,2,1,4527.44,34,1
FDN02,16.5,0,0.073813788,3,207.2638,OUT035,2,1,1,5383.6588,17,1
DRC27,13.8,0,0.097251621,4,245.7802,OUT010,1,2,0,245.6802,23,0
FDZ38,12.792854228644284,0,0.014008751,4,171.3422,OUT019,2,0,0,862.211,36,1
DRH25,18.7,0,0.02442574,14,52.9324,OUT010,1,2,0,51.9324,23,0
FDK21,7.905,0,0.010012319,13,250.4408,OUT046,2,0,1,3004.0896,24,1
FDT01,13.65,1,0.184454044,3,211.4902,OUT049,1,0,1,4035.4138,22,1
FDZ09,17.6,0,0.105042025,13,163.8868,OUT049,1,0,1,3111.9492,22,1
DRL37,15.5,0,0.053589594,14,44.177,OUT018,1,2,2,173.108,12,0
FDN49,17.25,1,0.125734578,2,41.748,OUT018,1,2,2,199.74,12,1
FDC22,6.89,1,0.136705075,13,194.882,OUT045,1,1,1,4440.886,19,1
FDT33,7.81,1,0.03412912,13,165.1158,OUT018,1,2,2,1838.2738,12,1
NCB43,20.2,0,0.100319317,9,188.6898,OUT018,1,2,2,3367.6164,12,2
DRI25,12.792854228644284,0,0.033737273,14,56.6614,OUT027,1,2,3,607.8754,36,0
FDD21,10.3,1,0.030569229,6,113.1176,OUT046,2,0,1,4695.2216,24,1
FDS23,4.635,0,0.14086247,1,126.4994,OUT035,2,1,1,1670.4922,17,1
FDS13,6.465,0,0.208397715,3,265.2884,OUT010,1,2,0,264.9884,23,1
DRI03,12.792854228644284,0,0.039751236,4,176.9028,OUT019,2,0,0,708.4112,36,0
FDU58,6.61,1,0.0,13,186.4898,OUT045,1,1,1,2993.4368,19,1
FDL09,12.792854228644284,1,0.127416049,13,167.4816,OUT027,1,2,3,1006.6896,36,1
FDS12,9.1,0,0.291438755,0,126.8362,OUT010,1,2,0,125.8362,23,1
FDP03,5.15,1,0.06112617,10,122.5388,OUT013,0,2,1,371.5164,34,1
FDI21,12.792854228644284,1,0.056328717,13,63.9168,OUT027,1,2,3,1597.92,36,1
FDW45,18.0,0,0.03901099,13,147.7418,OUT046,2,0,1,4119.9704,24,1
NCA18,10.1,0,0.093862362,9,115.9492,OUT010,1,2,0,231.6984,23,2
FDN32,12.792854228644284,0,0.015485016,6,185.6266,OUT027,1,2,3,4979.5182,36,1
FDR15,12.792854228644284,1,0.033276066,10,153.8314,OUT027,1,2,3,3723.1536,36,1
DRK11,8.21,0,0.010781158,7,149.9392,OUT049,1,0,1,1938.8096,22,0
DRG49,7.81,0,0.067730081,14,242.6486,OUT018,1,2,2,2199.1374,12,0
FDD29,12.15,0,0.018410515,5,252.1698,OUT046,2,0,1,2283.0282,24,1
FDE33,19.35,1,0.083079826,6,80.3644,OUT010,1,2,0,157.1288,23,1
FDJ58,15.6,1,0.176244038,13,173.6764,OUT010,1,2,0,515.3292,23,1
FDM46,7.365,0,0.160216552,13,93.512,OUT049,1,0,1,1677.816,22,1
FDD23,9.5,1,0.048676324,15,187.7898,OUT035,2,1,1,2057.9878,17,1
DRM35,12.792854228644284,0,0.070103425,7,179.4344,OUT027,1,2,3,5888.3352,36,0
DRC25,5.73,0,0.045556681,14,85.3882,OUT018,1,2,2,1288.323,12,0
FDL36,15.1,0,0.076193763,0,89.783,OUT049,1,0,1,2247.075,22,1
FDD41,6.765,1,0.087187488,5,105.5306,OUT013,0,2,1,1567.959,34,1
FDV19,14.85,1,0.035311852,6,160.9578,OUT049,1,0,1,4813.734,22,1
FDR44,6.11,1,0.103080901,6,131.2968,OUT049,1,0,1,1957.452,22,1
FDX50,20.1,0,0.075049323,4,110.4228,OUT017,1,1,1,1105.228,14,1
DRC25,5.73,0,0.045463871,14,85.2882,OUT045,1,1,1,2061.3168,19,0
FDA15,12.792854228644284,0,0.015944801,4,249.5092,OUT027,1,2,3,6474.2392,36,1
FDX22,6.785,1,0.022974812,13,208.7928,OUT046,2,0,1,5890.9984,24,1
FDJ50,8.645,0,0.021629781,3,51.9982,OUT045,1,1,1,999.3658,19,1
FDT13,12.792854228644284,0,0.032516546,3,188.8214,OUT019,2,0,0,753.6856,36,1
FDN12,15.6,0,0.081036436,0,112.3544,OUT013,0,2,1,2572.6512,34,1
FDD58,7.76,0,0.059472609,13,98.77,OUT045,1,1,1,1298.31,19,1
FDM04,9.195,1,0.047081398,5,51.1666,OUT013,0,2,1,1179.1318,34,1
FDA23,9.8,0,0.047260402,0,102.8016,OUT049,1,0,1,1922.8304,22,1
FDW28,18.25,0,0.148673586,5,197.2452,OUT010,1,2,0,195.7452,23,1
FDA45,21.25,0,0.156012631,13,177.337,OUT018,1,2,2,2822.992,12,1
NCO26,7.235,0,0.077011493,9,117.3492,OUT045,1,1,1,1506.0396,19,2
FDV26,20.25,1,0.07614605,4,197.0794,OUT035,2,1,1,4681.9056,17,1
FDC50,12.792854228644284,0,0.135836915,3,93.8094,OUT027,1,2,3,3237.1196,36,1
NCV05,12.792854228644284,0,0.030062224,8,154.3656,OUT027,1,2,3,2471.4496,36,2
FDW48,18.0,0,0.008575615,0,80.2618,OUT018,1,2,2,644.4944,12,1
FDS55,7.02,0,0.081096635,6,148.4734,OUT013,0,2,1,3563.3616,34,1
FDX32,15.1,1,0.100060762,6,144.0786,OUT045,1,1,1,2600.6148,19,1
FDC53,8.68,0,0.008834023,5,100.0384,OUT035,2,1,1,2266.3832,17,1
FDG35,21.2,1,0.007069662,15,175.7738,OUT018,1,2,2,1911.5118,12,1
NCC30,16.6,0,0.046161923,9,176.6344,OUT010,1,2,0,356.8688,23,2
NCZ17,12.15,0,0.079592733,8,37.3506,OUT045,1,1,1,645.1602,19,2
FDZ56,16.25,0,0.025776994,6,169.9474,OUT049,1,0,1,2863.6058,22,1
NCS05,11.5,0,0.020960615,8,133.2942,OUT013,0,2,1,2649.884,34,2
DRC25,12.792854228644284,0,0.0,14,87.3882,OUT027,1,2,3,1374.2112,36,0
FDW59,13.15,0,0.020715913,1,83.5566,OUT046,2,0,1,1268.349,24,1
FDB36,5.465,1,0.048801674,0,132.1626,OUT017,1,1,1,1573.9512,14,1
FDT37,14.15,0,0.0,3,253.7014,OUT045,1,1,1,5865.0322,19,1
FDG47,12.8,0,0.069605676,15,261.9252,OUT035,2,1,1,4984.1788,17,1
FDM45,8.655,1,0.088373591,13,119.3756,OUT045,1,1,1,1454.1072,19,1
FDQ40,12.792854228644284,1,0.035853059,5,176.8712,OUT027,1,2,3,3691.1952,36,1
FDF34,9.3,1,0.01404119,13,199.1084,OUT049,1,0,1,396.8168,22,1
FDP24,20.6,0,0.083473583,0,120.8756,OUT017,1,1,1,1211.756,14,1
FDT55,12.792854228644284,1,0.076434542,6,155.8946,OUT019,2,0,0,473.3838,36,1
FDH60,19.7,1,0.08073703,0,197.011,OUT046,2,0,1,3338.987,24,1
FDF57,14.5,1,0.0,6,169.6448,OUT035,2,1,1,2045.3376,17,1
NCX29,10.0,0,0.089152528,8,147.7102,OUT046,2,0,1,437.4306,24,2
FDD34,7.945,0,0.015863075,13,161.821,OUT013,0,2,1,2446.815,34,1
FDQ15,20.35,1,0.151308326,10,81.7276,OUT049,1,0,1,2030.69,22,1
FDL12,15.85,1,0.121609722,0,60.222,OUT035,2,1,1,539.298,17,1
FDS22,16.85,1,0.023135131,13,44.8428,OUT013,0,2,1,703.0848,34,1
NCM29,11.5,0,0.017714096,8,132.9626,OUT018,1,2,2,1442.7886,12,2
FDO24,11.1,0,0.0,0,156.4604,OUT049,1,0,1,2376.906,22,1
NCJ43,6.635,0,0.027069402,9,174.9396,OUT046,2,0,1,1744.396,24,2
FDA37,7.81,1,0.055226755,3,123.1046,OUT046,2,0,1,871.5322,24,1
NCM07,9.395,0,0.040124625,11,85.1908,OUT018,1,2,2,1342.2528,12,2
FDT49,7.0,0,0.151376958,3,108.228,OUT035,2,1,1,1171.808,17,1
FDP23,6.71,0,0.03558013,1,217.5166,OUT035,2,1,1,4572.0486,17,1
DRF51,15.75,0,0.166513779,4,38.0506,OUT018,1,2,2,265.6542,12,0
NCZ41,19.85,0,0.06478563,8,123.7704,OUT017,1,1,1,2503.408,14,2
DRJ11,9.5,0,0.085223447,7,189.2872,OUT049,1,0,1,6050.7904,22,0
FDP37,15.6,0,0.143915417,2,127.5994,OUT017,1,1,1,2441.4886,14,1
FDT60,12.792854228644284,0,0.132275338,0,123.8388,OUT019,2,0,0,123.8388,36,1
FDA09,13.35,1,0.149338159,13,178.666,OUT035,2,1,1,1797.66,17,1
FDJ46,11.1,0,0.044823438,13,174.2054,OUT046,2,0,1,1926.1594,24,1
FDO48,15.0,1,0.02681843,0,219.7456,OUT013,0,2,1,3094.6384,34,1
FDS59,14.8,1,0.04407225,1,109.057,OUT018,1,2,2,1428.141,12,1
FDH44,19.1,1,0.025872153,6,145.7418,OUT046,2,0,1,882.8508,24,1
NCM05,6.825,0,0.059835659,8,264.3226,OUT035,2,1,1,4229.1616,17,2
NCU06,12.792854228644284,0,0.13027716,9,228.001,OUT019,2,0,0,1148.505,36,2
FDV13,17.35,1,0.027653795,3,88.0856,OUT049,1,0,1,1318.284,22,1
FDA23,9.8,0,0.04714777,0,102.4016,OUT013,0,2,1,1720.4272,34,1
FDJ60,19.35,1,0.062882112,0,164.1184,OUT017,1,1,1,2807.0128,14,1
FDN13,18.6,0,0.152294691,2,98.9358,OUT049,1,0,1,1508.037,22,1
DRF49,7.27,0,0.071064499,14,114.4518,OUT035,2,1,1,1366.2216,17,0
FDK20,12.6,1,0.041726942,6,122.0072,OUT018,1,2,2,1470.0864,12,1
FDB27,12.792854228644284,0,0.055121892,4,196.7768,OUT027,1,2,3,5912.304,36,1
NCS18,12.65,0,0.042211119,9,108.6938,OUT046,2,0,1,1393.5194,24,2
FDZ49,12.792854228644284,1,0.132500853,3,220.3798,OUT027,1,2,3,5289.1152,36,1
FDN32,17.5,0,0.015557426,6,184.7266,OUT035,2,1,1,2213.1192,17,1
FDO37,8.06,0,0.021409913,2,229.7326,OUT049,1,0,1,6930.978,22,1
NCD31,12.1,0,0.015497337,9,165.5526,OUT018,1,2,2,3453.5046,12,2
NCV30,12.792854228644284,0,0.065612808,9,62.351,OUT027,1,2,3,2150.534,36,2
FDY49,17.2,1,0.012030747,3,166.6184,OUT049,1,0,1,1155.8288,22,1
FDM10,12.792854228644284,0,0.075603699,13,215.1218,OUT027,1,2,3,3205.827,36,1
FDT11,5.94,1,0.029372367,1,186.7556,OUT046,2,0,1,3942.8676,24,1
FDD39,16.7,0,0.070096518,4,217.885,OUT013,0,2,1,3894.93,34,1
NCL31,7.39,0,0.120258245,11,141.547,OUT035,2,1,1,2290.352,17,2
FDZ47,20.7,1,0.079281476,0,100.1042,OUT035,2,1,1,892.8378,17,1
NCU18,12.792854228644284,0,0.097768728,9,142.4496,OUT019,2,0,0,564.5984,36,2
FDJ58,12.792854228644284,1,0.104786172,13,172.2764,OUT027,1,2,3,1545.9876,36,1
FDX12,18.2,1,0.043626605,0,241.4196,OUT010,1,2,0,482.0392,23,1
FDV60,20.2,1,0.117839328,0,195.211,OUT018,1,2,2,2356.932,12,1
NCB19,12.792854228644284,0,0.089858447,9,84.5882,OUT027,1,2,3,2061.3168,36,2
FDH45,12.792854228644284,1,0.185008985,6,42.3796,OUT019,2,0,0,123.8388,36,1
FDB03,17.75,1,0.156701315,4,240.7538,OUT013,0,2,1,4566.7222,34,1
FDI27,8.71,1,0.0,4,43.5744,OUT017,1,1,1,498.0184,14,1
FDN22,18.85,1,0.139087683,13,251.7724,OUT017,1,1,1,3020.0688,14,1
FDQ37,20.75,0,0.089243789,2,192.0478,OUT035,2,1,1,4649.9472,17,1
FDM02,12.5,1,0.073721115,3,85.6198,OUT035,2,1,1,610.5386,17,1
FDW38,5.325,1,0.138679995,4,53.7298,OUT046,2,0,1,862.8768,24,1
FDP34,12.792854228644284,0,0.240268248,13,156.463,OUT019,2,0,0,312.926,36,1
FDY55,16.75,0,0.0,6,255.3988,OUT046,2,0,1,4625.9784,24,1
FDL34,16.0,0,0.040911824,13,141.2496,OUT013,0,2,1,3387.5904,34,1
FDA09,13.35,1,0.149974858,13,179.766,OUT018,1,2,2,5932.278,12,1
FDM51,11.8,1,0.026072872,10,99.8674,OUT017,1,1,1,1018.674,14,1
FDI34,10.65,1,0.085482761,13,231.4668,OUT018,1,2,2,3225.1352,12,1
NCD31,12.1,0,0.015521768,9,165.8526,OUT017,1,1,1,3124.5994,14,2
FDW33,9.395,0,0.099101845,13,105.828,OUT035,2,1,1,1704.448,17,1
NCP05,19.6,0,0.025281802,8,152.0024,OUT035,2,1,1,2884.2456,17,2
FDL56,14.1,0,0.125675936,6,86.9198,OUT013,0,2,1,1133.8574,34,1
FDN01,12.792854228644284,0,0.07204818,2,177.937,OUT027,1,2,3,6881.043,36,1
FDA25,16.5,1,0.068263916,3,104.799,OUT045,1,1,1,1238.388,19,1
FDF08,14.3,1,0.109144085,6,88.2856,OUT010,1,2,0,175.7712,23,1
FDH08,7.51,0,0.017425784,6,227.901,OUT035,2,1,1,459.402,17,1
DRH03,17.25,0,0.035118834,4,93.412,OUT049,1,0,1,932.12,22,0
FDQ31,5.785,1,0.054066567,6,87.0856,OUT018,1,2,2,1406.1696,12,1
FDO10,13.65,1,0.012823829,13,55.5588,OUT017,1,1,1,916.1408,14,1
FDT39,6.26,1,0.009883257,10,149.8366,OUT049,1,0,1,1964.7758,22,1
FDM22,12.792854228644284,1,0.041754584,13,53.464,OUT027,1,2,3,1597.92,36,1
FDR21,19.7,0,0.112036236,13,174.937,OUT010,1,2,0,882.185,23,1
FDQ01,19.7,1,0.161610636,3,255.2014,OUT017,1,1,1,3570.0196,14,1
FDZ03,13.65,1,0.078909166,4,186.724,OUT049,1,0,1,4474.176,22,1
NCK05,20.1,0,0.077769768,8,63.0536,OUT018,1,2,2,980.0576,12,2
FDW55,12.6,1,0.021951613,6,250.9092,OUT013,0,2,1,4731.1748,34,1
FDF47,20.85,0,0.097770004,15,222.8746,OUT049,1,0,1,3589.9936,22,1
DRO59,12.792854228644284,0,0.094817105,7,77.9012,OUT019,2,0,0,75.9012,36,0
NCM55,15.6,0,0.066726133,11,185.8924,OUT046,2,0,1,3516.7556,24,2
FDY31,5.98,0,0.043809261,6,146.8418,OUT017,1,1,1,1765.7016,14,1
FDJ57,12.792854228644284,1,0.0,12,184.3582,OUT019,2,0,0,185.7582,36,1
FDV51,16.35,0,0.032671446,10,165.4842,OUT018,1,2,2,1492.0578,12,1
DRG36,14.15,0,0.095378221,14,170.5106,OUT046,2,0,1,2395.5484,24,0
DRF13,12.1,0,0.0,14,145.1444,OUT013,0,2,1,3338.3212,34,0
NCJ54,9.895,0,0.060188932,9,233.0642,OUT045,1,1,1,6041.4692,19,2
NCP42,8.51,0,0.016135764,9,195.6478,OUT049,1,0,1,4262.4516,22,2
NCF30,17.0,0,0.126220187,9,126.7362,OUT035,2,1,1,1258.362,17,2
FDY44,12.792854228644284,1,0.024286378,6,194.711,OUT027,1,2,3,5892.33,36,1
FDX09,9.0,0,0.065350715,13,175.437,OUT049,1,0,1,3175.866,22,1
NCU30,5.11,0,0.035071955,9,163.221,OUT017,1,1,1,2773.057,14,2
FDU49,19.5,1,0.030742083,3,85.554,OUT049,1,0,1,1211.756,22,1
FDC48,9.195,0,0.015949001,0,84.1592,OUT017,1,1,1,1238.388,14,1
FDJ21,16.7,1,0.038496166,13,147.5102,OUT013,0,2,1,5540.7876,34,1
NCX41,19.0,0,0.017746826,8,210.8244,OUT049,1,0,1,2540.6928,22,2
FDT36,12.3,0,0.111274591,0,35.0874,OUT046,2,0,1,458.7362,24,1
FDK28,12.792854228644284,0,0.065272284,5,256.1646,OUT027,1,2,3,3349.6398,36,1
DRI49,14.15,0,0.183472595,14,82.0276,OUT035,2,1,1,1624.552,17,0
NCM54,12.792854228644284,0,0.08918772,9,128.9678,OUT019,2,0,0,254.3356,36,2
FDD48,10.395,0,0.030281543,0,116.3176,OUT018,1,2,2,1259.6936,12,1
NCF30,17.0,0,0.211306673,9,125.1362,OUT010,1,2,0,251.6724,23,2
FDX03,15.85,1,0.061190964,10,47.1744,OUT049,1,0,1,996.0368,22,1
FDZ33,10.195,0,0.107307677,13,149.8076,OUT013,0,2,1,2217.114,34,1
FDB39,12.792854228644284,0,0.067441726,4,57.4272,OUT019,2,0,0,111.8544,36,1
DRM11,6.57,0,0.066338717,7,261.4278,OUT018,1,2,2,4165.2448,12,0
DRE48,8.43,0,0.0,14,195.3768,OUT017,1,1,1,1576.6144,14,0
NCL31,7.39,0,0.120524922,11,142.247,OUT045,1,1,1,2433.499,19,2
FDB11,16.0,0,0.061192211,15,224.1404,OUT017,1,1,1,4725.8484,14,1
FDX14,13.1,0,0.075056542,4,76.0354,OUT049,1,0,1,601.8832,22,1
NCM29,12.792854228644284,0,0.017556795,8,129.9626,OUT027,1,2,3,3410.2276,36,2
FDH47,13.5,1,0.129077455,15,95.2068,OUT045,1,1,1,583.2408,19,1
FDG09,20.6,1,0.047896393,6,185.8556,OUT013,0,2,1,1689.8004,34,1
FDP25,15.2,0,0.021240491,3,216.9824,OUT049,1,0,1,4804.4128,22,1
FDY27,12.792854228644284,0,0.031743707,4,179.1344,OUT027,1,2,3,1605.9096,36,1
DRM59,5.88,0,0.003612411,7,154.1998,OUT017,1,1,1,3537.3954,14,0
DRI03,6.03,0,0.022796178,4,178.1028,OUT018,1,2,2,1416.8224,12,0
FDY03,12.792854228644284,1,0.133279499,10,112.6202,OUT019,2,0,0,675.1212,36,1
NCV17,18.85,0,0.016132592,8,130.2626,OUT049,1,0,1,3016.7398,22,2
NCJ17,7.68,0,0.152429537,8,85.5224,OUT013,0,2,1,1278.336,34,2
NCP54,15.35,0,0.035348491,9,124.673,OUT017,1,1,1,2093.941,14,2
FDZ15,13.1,0,0.020903193,4,119.2782,OUT049,1,0,1,3098.6332,22,1
NCR05,10.1,0,0.054853377,8,198.6084,OUT018,1,2,2,2182.4924,12,2
FDX03,12.792854228644284,1,0.106971167,10,44.7744,OUT019,2,0,0,135.8232,36,1
FDQ12,12.65,0,0.035482562,0,231.401,OUT045,1,1,1,2526.711,19,1
FDC21,14.6,1,0.042923071,6,109.8254,OUT013,0,2,1,1627.881,34,1
FDQ40,11.1,1,0.036174285,5,176.0712,OUT018,1,2,2,1581.9408,12,1
FDI07,12.792854228644284,1,0.033597374,10,197.2426,OUT027,1,2,3,3163.8816,36,1
FDQ25,8.63,1,0.028320655,3,172.5422,OUT049,1,0,1,2241.7486,22,1
NCK18,9.6,0,0.0,9,163.9184,OUT035,2,1,1,4293.0784,17,2
DRI25,19.6,0,0.056744064,14,55.6614,OUT010,1,2,0,165.7842,23,0
DRA24,19.35,1,0.039990314,14,165.0868,OUT049,1,0,1,982.7208,22,0
FDA32,14.0,0,0.030155224,6,214.7192,OUT045,1,1,1,3020.0688,19,1
FDE59,12.15,0,0.062541552,15,34.3532,OUT018,1,2,2,251.6724,12,1
FDY59,8.195,0,0.031403441,0,93.8462,OUT046,2,0,1,647.8234,24,1
FDQ20,8.325,0,0.029845243,6,41.6138,OUT045,1,1,1,284.2966,19,1
FDB21,7.475,0,0.149125615,6,241.6854,OUT018,1,2,2,6042.135,12,1
FDB41,12.792854228644284,1,0.170382726,5,45.2718,OUT019,2,0,0,47.2718,36,1
DRG11,6.385,0,0.083768522,7,109.8596,OUT013,0,2,1,3235.788,34,0
FDV10,12.792854228644284,1,0.116793684,13,41.0112,OUT019,2,0,0,42.6112,36,1
FDI41,18.5,1,0.062205112,5,148.3418,OUT013,0,2,1,1765.7016,34,1
FDN10,11.5,0,0.0463847,13,118.9124,OUT017,1,1,1,1540.6612,14,1
NCM17,7.93,0,0.071425647,8,45.9086,OUT018,1,2,2,1070.6064,12,2
DRG37,12.792854228644284,0,0.033929133,14,154.3972,OUT019,2,0,0,311.5944,36,0
FDA21,13.65,0,0.036033639,13,183.7924,OUT045,1,1,1,2591.2936,19,1
FDM27,12.35,1,0.158337479,10,157.9946,OUT013,0,2,1,3313.6866,34,1
FDA32,14.0,0,0.030140981,6,216.0192,OUT049,1,0,1,2588.6304,22,1
NCZ53,9.6,0,0.024515221,8,189.2214,OUT049,1,0,1,3956.8494,22,2
FDW40,14.0,1,0.105125569,5,143.2812,OUT035,2,1,1,3277.0676,17,1
FDS52,8.89,0,0.00547348,5,100.5016,OUT035,2,1,1,1315.6208,17,1
FDM58,16.85,1,0.133385398,13,109.8544,OUT010,1,2,0,223.7088,23,1
NCE54,12.792854228644284,0,0.047098175,9,75.5354,OUT019,2,0,0,150.4708,36,2
FDS11,7.05,1,0.055548003,1,225.3088,OUT035,2,1,1,5816.4288,17,1
FDL20,17.1,0,0.128614205,6,111.6886,OUT049,1,0,1,1556.6404,22,1
FDX13,12.792854228644284,0,0.047551568,3,249.1092,OUT027,1,2,3,8217.3036,36,1
FDR21,19.7,0,0.066879757,13,174.437,OUT013,0,2,1,1587.933,34,1
FDV28,16.1,1,0.160379061,5,33.6558,OUT018,1,2,2,203.7348,12,1
FDZ51,11.3,1,0.054861393,10,96.9094,OUT017,1,1,1,952.094,14,1
FDD46,6.035,0,0.141542481,13,153.1998,OUT045,1,1,1,1537.998,19,1
FDE23,17.6,1,0.053397642,15,46.706,OUT018,1,2,2,699.09,12,1
NCF55,6.675,0,0.021710275,9,34.9874,OUT045,1,1,1,247.0118,19,2
FDU12,15.5,1,0.075688032,0,262.9568,OUT013,0,2,1,1845.5976,34,1
FDZ22,9.395,0,0.045340279,13,85.025,OUT049,1,0,1,2080.625,22,1
FDI44,16.1,0,0.100149459,6,78.4328,OUT013,0,2,1,1158.492,34,1
FDH50,15.0,1,0.162348584,3,185.9266,OUT017,1,1,1,4610.665,14,1
FDE57,9.6,0,0.036341539,6,142.9154,OUT049,1,0,1,3261.7542,22,1
DRJ51,14.1,0,0.087920675,4,228.5668,OUT013,0,2,1,1151.834,34,0
FDX52,11.5,1,0.042087749,5,192.682,OUT045,1,1,1,3861.64,19,1
DRN47,12.1,0,0.016921927,7,178.366,OUT017,1,1,1,4314.384,14,0
FDT21,7.42,0,0.020423549,13,249.0092,OUT049,1,0,1,2988.1104,22,1
